funding_total_usd ;market ;funding_rounds;seed;venture;equity_crowdfunding;undisclosed;debt_financing;angel;grant;private_equity;post_ipo_equity;post_ipo_debt;secondary_market;product_crowdfunding;round_A;round_B;round_C;round_D;round_E;round_F;round_G;round_H;Status;firm_age
3625000;Advertising ;2;1125000;2500000;0;0;0;0;0;0;0;0;0;0;2500000;0;0;0;0;0;0;0;1;13
3500000;Software ;1;0;3500000;0;0;0;0;0;0;0;0;0;0;3500000;0;0;0;0;0;0;0;1;21
20000;Coupons ;1;20000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13
8000000;E-Commerce ;2;0;0;0;8000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;26
250000;Technology ;1;250000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
1.30E+07;Storage ;1;0;13000000;0;0;0;0;0;0;0;0;0;0;0;13000000;0;0;0;0;0;0;0;13
1026566;Enterprise Software ;1;0;1026566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
3220000;Hardware + Software ;2;0;0;0;0;3220000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;24
1.50E+07;Curated Web ;1;0;15000000;0;0;0;0;0;0;0;0;0;0;0;15000000;0;0;0;0;0;0;1;26
1.55E+07;Semiconductors ;1;0;15500000;0;0;0;0;0;0;0;0;0;0;0;15500000;0;0;0;0;0;0;1;26
6400000;Technology ;1;0;0;0;0;0;6400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
4000000;Video Streaming ;2;0;4000000;0;0;0;0;0;0;0;0;0;0;4000000;0;0;0;0;0;0;0;1;15
2875000;Mobility ;2;0;2500000;0;0;0;0;0;0;0;0;0;0;2500000;0;0;0;0;0;0;0;1;13
4300000;Mobile ;1;0;4300000;0;0;0;0;0;0;0;0;0;0;4300000;0;0;0;0;0;0;0;1;15
4454995;Software ;3;2430000;1299995;0;0;725000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
6000000;Enterprise Software ;2;0;6000000;0;0;0;0;0;0;0;0;0;0;1000000;5000000;0;0;0;0;0;0;1;19
100000;Technology ;1;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
2.22E+07;Technology ;4;0;0;0;22160000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27
440000;Language Learning ;2;40000;0;0;0;0;400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
2700000;Predictive Analytics ;2;0;2700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
4300000;Startups ;2;0;4300000;0;0;0;0;0;0;0;0;0;0;3000000;0;0;0;0;0;0;0;1;13
100000;Automotive ;1;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
1250000;Events ;3;0;0;0;0;0;0;1250000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
200000;Startups ;1;0;200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
300000;News ;1;300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
2300000;Consulting ;1;2300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20
5500000;Collaboration ;3;750000;4750000;0;0;0;0;0;0;0;0;0;0;3250000;1500000;0;0;0;0;0;0;1;15
4800000;E-Commerce ;3;0;400000;0;0;0;0;4400000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
4200000;Biotechnology ;1;0;4200000;0;0;0;0;0;0;0;0;0;0;4200000;0;0;0;0;0;0;0;1;14
5850000;Doctors ;4;0;5850000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;24
1.58E+07;Software ;5;0;15586001;0;0;250000;0;0;0;0;0;0;0;725001;13600000;0;0;0;0;0;0;1;15
5300000;Demographies ;2;0;5300000;0;0;0;0;0;0;0;0;0;0;1300000;0;0;0;0;0;0;0;1;18
663800;Games ;1;663800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
1100000;Analytics ;1;1100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
100000;Displays ;3;0;0;0;0;0;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
750000;Curated Web ;3;500000;250000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
390000;Logistics ;2;0;390000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
2400000;Travel ;1;2400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
2700000;Hotels ;2;2100000;600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
3075000;Health Care ;1;0;3075000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
7390000;Big Data Analytics ;3;0;5000000;0;0;0;0;0;0;0;0;0;0;5000000;0;0;0;0;0;0;0;1;13
451916;Biotechnology ;1;0;451916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19
1.00E+07;Security ;1;0;10000000;0;0;0;0;0;0;0;0;0;0;10000000;0;0;0;0;0;0;0;1;22
1.15E+07;Software ;2;0;11500000;0;0;0;0;0;0;0;0;0;0;6500000;0;0;0;0;0;0;0;1;16
1.46E+07;Advertising ;3;0;14550000;0;0;0;0;0;0;0;0;0;0;0;6300000;0;0;0;0;0;0;1;16
1.60E+07;Enterprise Software ;1;0;16000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25
3.70E+07;E-Commerce ;1;0;37000000;0;0;0;0;0;0;0;0;0;0;0;37000000;0;0;0;0;0;0;1;21
3000000;Nonprofits ;1;3000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
5000000;Apps ;1;0;5000000;0;0;0;0;0;0;0;0;0;0;5000000;0;0;0;0;0;0;0;1;11
7450000;Clean Technology ;2;0;7450000;0;0;0;0;0;0;0;0;0;0;6000000;1450000;0;0;0;0;0;0;1;20
750000;Manufacturing ;1;750000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
2.39E+07;E-Commerce ;5;1749999;22200000;0;0;0;0;0;0;0;0;0;0;7000000;15000000;0;0;0;0;0;0;1;16
2.81E+07;Enterprise Software ;3;0;25200000;0;0;2897672;0;0;0;0;0;0;0;10200000;15000000;0;0;0;0;0;0;1;16
2.35E+07;Biotechnology ;1;0;23526990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
2.00E+07;Biotechnology ;1;0;0;0;0;0;0;0;0;20000000;0;0;0;0;0;0;0;0;0;0;0;1;33
2500000;Health and Wellness ;1;0;2500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;28
2.20E+07;Biotechnology ;1;0;22000000;0;0;0;0;0;0;0;0;0;0;0;22000000;0;0;0;0;0;0;1;20
5.19E+07;Biotechnology ;8;0;47855190;0;0;4030000;0;0;0;0;0;0;0;0;24627591;0;0;0;0;0;0;1;17
4900000;Biotechnology ;3;0;4900000;0;0;0;0;0;0;0;0;0;0;1100000;0;0;0;0;0;0;0;1;19
1.51E+07;Health Care ;4;0;14350000;0;0;740000;0;0;0;0;0;0;0;12500000;0;0;0;0;0;0;0;1;22
570746;Biotechnology ;1;570746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;24
639399;Water ;3;320000;319399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
4899999;Mobile ;2;0;4899999;0;0;0;0;0;0;0;0;0;0;4400000;0;0;0;0;0;0;0;1;13
215000;Medical ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
4000000;Mobile Software Tools ;2;1600000;0;0;2400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
360000;Software ;1;0;360000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
230000;Music ;2;0;0;0;0;0;230000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
50000;Security ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25
2450000;Manufacturing ;1;0;0;0;0;2450000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;28
650000;Health and Wellness ;1;650000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
1500000;Robotics ;1;1500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20
1500000;Biotechnology ;1;0;1500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
100000;Music ;1;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
2225000;Curated Web ;3;150000;2075000;0;0;0;0;0;0;0;0;0;0;2075000;0;0;0;0;0;0;0;1;18
1900000;Mobile ;2;300000;1600000;0;0;0;0;0;0;0;0;0;0;1600000;0;0;0;0;0;0;0;0;16
325000;Curated Web ;3;100000;225000;0;0;0;0;0;0;0;0;0;0;225000;0;0;0;0;0;0;0;0;18
5000000;Networking ;1;0;0;0;0;5000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25
250000;Cloud Computing ;1;250000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
4715000;Hardware + Software ;2;0;2715000;0;0;2000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
4500000;Mobile ;2;0;0;0;0;4500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;26
5900000;Designers ;1;0;5900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
2.20E+08;Clean Technology ;4;0;15000000;0;0;0;0;0;205000000;0;0;0;0;0;15000000;0;0;0;0;0;0;1;19
1.44E+07;Advertising ;4;2000000;12379000;0;0;0;0;0;0;0;0;0;0;5000000;0;0;0;0;0;0;0;1;15
1500000;Health and Wellness ;1;1500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
2601040;Manufacturing ;1;0;2601040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30
1077000;Online Dating ;2;1077000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11
3250000;Sales and Marketing ;1;3250000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
4.68E+07;Fashion ;3;0;46750000;0;0;0;0;0;0;0;0;0;0;4750000;12000000;30000000;0;0;0;0;0;1;14
8000000;Retail Technology ;3;1000000;7000000;0;0;0;0;0;0;0;0;0;0;3500000;0;0;0;0;0;0;0;1;14
1.87E+07;News ;3;0;18700000;0;0;0;0;0;0;0;0;0;0;2700000;6000000;10000000;0;0;0;0;0;1;17
810040;Music ;1;0;810040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
20000;Retail ;1;20000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
1500000;Finance ;3;1500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
8600000;Curated Web ;5;0;8600000;0;0;0;0;0;0;0;0;0;0;1600000;3000000;4000000;0;0;0;0;0;1;17
3304810;Mobile ;1;3304810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
1.23E+08;Mobile ;10;0;122609480;0;0;0;0;0;0;0;0;0;0;10000000;20000000;20000000;20000000;17000000;0;0;0;1;21
175000;Medical ;2;0;175000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
20000;Entertainment ;1;0;0;20000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11
3400000;Mobile ;1;0;0;0;0;0;3400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25
500000;Security ;1;0;0;0;0;0;500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
1100000;Security ;1;0;1100000;0;0;0;0;0;0;0;0;0;0;1100000;0;0;0;0;0;0;0;1;17
100000;Big Data ;1;0;0;0;0;0;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
250000;Curated Web ;1;250000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
500000;Enterprises ;1;500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
4.45E+07;Enterprise Software ;5;0;41836657;0;0;2705000;0;0;0;0;0;0;0;0;23836657;8000000;0;0;0;0;0;1;24
500000;Analytics ;2;0;0;0;0;500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
8900000;Marketplaces ;2;0;7300000;0;0;0;0;0;0;0;0;0;0;7300000;0;0;0;0;0;0;0;1;13
6000000;E-Commerce ;1;0;6000000;0;0;0;0;0;0;0;0;0;0;6000000;0;0;0;0;0;0;0;1;29
8500000;Photography ;2;1500000;7000000;0;0;0;0;0;0;0;0;0;0;7000000;0;0;0;0;0;0;0;1;12
6525000;Web Development ;2;1525000;5000000;0;0;0;0;0;0;0;0;0;0;5000000;0;0;0;0;0;0;0;1;15
2023000;Media ;3;0;2000000;0;0;0;23000;0;0;0;0;0;0;2000000;0;0;0;0;0;0;0;1;16
1550000;Software ;2;50000;0;0;0;0;1500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
1.08E+07;Enterprise Software ;2;0;10800000;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;19
3307500;Enterprise Software ;4;2782500;525000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
9705000;Education ;3;0;9705000;0;0;0;0;0;0;0;0;0;0;0;0;5000000;0;0;0;0;0;1;17
3.15E+07;Enterprise Software ;3;0;31500000;0;0;0;0;0;0;0;0;0;0;8000000;13000000;10500000;0;0;0;0;0;1;16
1.30E+07;Software ;1;0;13000000;0;0;0;0;0;0;0;0;0;0;13000000;0;0;0;0;0;0;0;0;18
2.80E+07;Storage ;2;0;28000000;0;0;0;0;0;0;0;0;0;0;0;9000000;19000000;0;0;0;0;0;1;21
1020000;Education ;2;1020000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
2500000;Media ;1;0;2500000;0;0;0;0;0;0;0;0;0;0;2500000;0;0;0;0;0;0;0;1;16
2350000;Media ;2;350000;2000000;0;0;0;0;0;0;0;0;0;0;2000000;0;0;0;0;0;0;0;1;15
815000;Artificial Intelligence ;1;815000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
125000;Parenting ;1;125000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
155000;Mobile ;2;0;5000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
565000;Digital Media ;3;565000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
500000;Content ;2;500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
170000;Technology ;1;0;170000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
167000;Baby Boomers ;1;167000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
3.00E+07;Biotechnology ;1;0;30000000;0;0;0;0;0;0;0;0;0;0;30000000;0;0;0;0;0;0;0;1;16
1220000;Apps ;2;1220000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11
2000000;Virtualization ;1;2000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11
1231756;Big Data Analytics ;2;1231756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
1.07E+07;Software ;5;0;9500000;0;0;1200000;0;0;0;0;0;0;0;3250000;6250000;0;0;0;0;0;0;1;24
2700000;Health and Wellness ;2;0;1000000;0;0;1700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
5061900;Biotechnology ;1;0;5061900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31
45000;iPhone ;1;45000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
5800000;Consumer Electronics ;1;0;5800000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
500000;Cloud Management ;1;500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
475000;Software ;1;0;0;0;0;475000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
3.46E+07;iOS ;4;0;34600000;0;0;0;0;0;0;0;0;0;0;3500000;12600000;0;18500000;0;0;0;0;1;16
2225000;Travel ;3;25000;2000000;0;0;0;200000;0;0;0;0;0;0;2000000;0;0;0;0;0;0;0;1;16
1900000;Curated Web ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
3.90E+07;Software ;5;0;32000000;0;0;7000000;0;0;0;0;0;0;0;0;11000000;15000000;6000000;0;0;0;0;1;22
482602;Storage ;2;0;482602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
475550;Health and Wellness ;1;0;475550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
1000000;Procurement ;1;0;1000000;0;0;0;0;0;0;0;0;0;0;1000000;0;0;0;0;0;0;0;1;26
3500000;SaaS ;1;0;3500000;0;0;0;0;0;0;0;0;0;0;3500000;0;0;0;0;0;0;0;1;17
1360000;Enterprises ;1;1360000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
250000;Curated Web ;1;250000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
3029994;Social Media ;4;1099998;1929996;0;0;0;0;0;0;0;0;0;0;1929996;0;0;0;0;0;0;0;1;14
875000;Cloud Computing ;1;875000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
7900000;Auto ;2;0;7900000;0;0;0;0;0;0;0;0;0;0;6100000;1800000;0;0;0;0;0;0;1;21
5.00E+07;SaaS ;4;0;50000000;0;0;0;0;0;0;0;0;0;0;0;15000000;25000000;10000000;0;0;0;0;1;20
95000;Cars ;2;95000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
2000000;Search ;1;2000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
5.80E+07;Semiconductors ;7;0;53000000;0;0;5000000;0;0;0;0;0;0;0;10000000;37000000;5000000;0;0;0;0;0;1;23
25000;Software ;1;25000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
5600000;Software ;1;0;5600000;0;0;0;0;0;0;0;0;0;0;5600000;0;0;0;0;0;0;0;1;13
13000;Curated Web ;1;0;0;0;0;0;13000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
7000000;Advertising Networks ;1;0;7000000;0;0;0;0;0;0;0;0;0;0;7000000;0;0;0;0;0;0;0;1;15
1.28E+07;Enterprise Software ;3;0;12840000;0;0;0;0;0;0;0;0;0;0;0;0;5000000;5500000;0;0;0;0;1;22
1500000;Mobile ;2;1500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
1100000;Software ;1;0;1100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
1000000;Photography ;1;0;0;0;0;0;1000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
1.90E+08;Credit Cards ;5;2000000;188000000;0;0;0;0;0;0;0;0;0;0;18000000;20000000;80000000;70000000;0;0;0;0;1;15
210000;Hardware + Software ;1;0;210000;0;0;0;0;0;0;0;0;0;0;210000;0;0;0;0;0;0;0;0;15
2500000;iPad ;1;0;2500000;0;0;0;0;0;0;0;0;0;0;2500000;0;0;0;0;0;0;0;1;15
135000;Clean Energy ;2;135000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
715000;Health and Wellness ;2;100000;0;0;0;615000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
9000000;Distribution ;2;1000000;8000000;0;0;0;0;0;0;0;0;0;0;8000000;0;0;0;0;0;0;0;1;12
3.81E+07;Enterprise Software ;6;0;36100000;0;0;2000000;0;0;0;0;0;0;0;6000000;22500000;0;7600000;0;0;0;0;1;23
3.00E+07;Consulting ;1;0;30000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25
8500000;Displays ;1;0;8500000;0;0;0;0;0;0;0;0;0;0;8500000;0;0;0;0;0;0;0;1;17
1500000;Mobile Commerce ;1;1500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
25000;Digital Media ;1;25000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
65000;Education ;2;65000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
40000;Finance ;1;0;0;40000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11
650000;News ;1;0;0;0;0;0;650000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
3000000;Reading Apps ;1;0;0;0;0;0;0;0;3000000;0;0;0;0;0;0;0;0;0;0;0;0;1;13
2.03E+07;Photography ;4;0;8500000;0;0;0;0;0;11790000;0;0;0;0;3500000;5000000;0;0;0;0;0;0;1;18
2.02E+07;File Sharing ;6;0;19527541;0;0;626398;0;0;0;0;0;0;0;12650000;0;0;0;0;0;0;0;1;16
110000;Software ;1;110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
3000000;Education ;1;0;3000000;0;0;0;0;0;0;0;0;0;0;3000000;0;0;0;0;0;0;0;1;18
100000;Education ;1;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
250000;Advertising ;1;250000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
1.85E+07;Curated Web ;4;1500000;17000000;0;0;0;0;0;0;0;0;0;0;0;17000000;0;0;0;0;0;0;1;23
250000;Supply Chain Management ;1;250000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
40000;Social Commerce ;1;0;0;0;0;0;0;40000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
3.57E+07;Biotechnology ;2;0;29929682;0;0;5785555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
100000;Mobile ;1;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22
1075000;Fashion ;2;0;1075000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
5000000;E-Commerce ;2;0;5000000;0;0;0;0;0;0;0;0;0;0;5000000;0;0;0;0;0;0;0;1;17
500000;Crowdsourcing ;1;500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
3500000;Social Buying ;3;1000000;2500000;0;0;0;0;0;0;0;0;0;0;2000000;0;0;0;0;0;0;0;1;19
170000;Polling ;2;170000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
1.69E+07;Fashion ;3;0;16900000;0;0;0;0;0;0;0;0;0;0;4400000;12500000;0;0;0;0;0;0;1;14
570000;Crowdsourcing ;1;570000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
5800000;Lifestyle ;2;1500000;4300000;0;0;0;0;0;0;0;0;0;0;4300000;0;0;0;0;0;0;0;1;12
1.49E+07;Beauty ;3;4700000;10200000;0;0;0;0;0;0;0;0;0;0;10200000;0;0;0;0;0;0;0;1;14
1750000;Fashion ;2;1750000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
2.60E+07;Fashion ;3;0;26000006;0;0;0;0;0;0;0;0;0;0;16000000;10000006;0;0;0;0;0;0;1;21
1500000;Fashion ;1;1500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15
20000;Fashion ;1;20000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
3224792;Fashion ;3;0;514792;0;0;0;2710000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
120000;Social Media ;1;0;0;0;0;0;120000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
9325814;Hardware + Software ;2;0;9325814;0;0;0;0;0;0;0;0;0;0;0;0;0;9325814;0;0;0;0;1;21
700000;Communities ;2;0;0;0;700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
585000;Curated Web ;2;585000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27
2332925;Mobile ;2;0;1372925;0;0;960000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
850000;Enterprise Software ;2;0;750000;0;0;0;0;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
500000;Messaging ;1;0;0;0;0;0;500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
500000;Mobile ;1;500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
5000000;Education ;1;0;0;0;0;0;0;5000000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19
175000;Software ;1;175000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
1200000;E-Commerce ;1;1200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27
135000;Curated Web ;3;15000;0;0;0;0;120000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
1.01E+08;Enterprise Software ;6;0;100520000;0;0;0;0;0;0;0;0;0;0;2000000;5750000;18770000;20000000;14000000;40000000;0;0;1;21
6.10E+07;Curated Web ;7;0;54500000;0;0;6500000;0;0;0;0;0;0;0;3000000;23500000;0;15000000;0;0;0;0;1;21
2331522;Software ;1;0;2331522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23
200000;Software ;1;0;200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
40000;Real Estate ;2;40000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
1.10E+07;Social Media ;4;0;11000000;0;0;0;0;0;0;0;0;0;0;5000000;6000000;0;0;0;0;0;0;1;16
1.35E+07;Analytics ;4;0;11500000;0;0;2000000;0;0;0;0;0;0;0;10000000;0;0;0;0;0;0;0;1;14
1.70E+07;Mobile ;4;0;17009150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
1.65E+07;Semiconductors ;3;0;13200000;0;0;0;0;0;3312391;0;0;0;0;0;0;0;0;0;0;0;0;1;28
45000;Public Relations ;1;0;0;45000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
750000;Reviews and Recommendations ;1;0;0;0;0;0;750000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19
7.50E+07;Analytics ;3;0;75000000;0;0;0;0;0;0;0;0;0;0;0;15000000;30000000;0;0;0;0;0;1;15
75000;Colleges ;1;75000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
425000;Direct Marketing ;2;350000;0;0;0;0;75000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
1000000;Finance ;1;1000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
