"funding_total_usd ";"name";"market ";"funding_rounds";"founded_at";"first_funding_at";"Statuts"
"950000";"Activate Healthcare";"Health Care ";2;2009-01-01 00:00:00;2012-01-06 00:00:00;0
"16000000";"Activate Networks";"Health Care ";3;2010-08-09 00:00:00;2010-08-09 00:00:00;0
"40000";"Activation Life";"Biotechnology ";1;2009-01-01 00:00:00;2013-05-15 00:00:00;0
"705000";"Activation Media";"Games ";2;2010-01-01 00:00:00;2011-05-11 00:00:00;0
"22500000";"Active Endpoints";"Enterprise Software ";5;2003-01-01 00:00:00;2004-08-01 00:00:00;0
"99717506";"Active Implants";"Biotechnology ";11;2004-06-01 00:00:00;2004-12-23 00:00:00;0
"1300000";"Active Junky";"E-Commerce ";1;2010-01-01 00:00:00;2014-11-07 00:00:00;0
"925000";"Active Life Scientific";"Biotechnology ";3;2007-01-01 00:00:00;2010-04-20 00:00:00;0
"214208700";"ACTIVE Network";"Software ";10;1999-08-01 00:00:00;1999-09-01 00:00:00;0
"16400000";"Active Storage";"Enterprise Software ";4;2008-10-01 00:00:00;2009-11-03 00:00:00;1
"5000";"Active Tax & Accounting";"Consulting ";1;2013-07-01 00:00:00;2013-11-09 00:00:00;0
"6000000";"Active-Semi";"Semiconductors ";1;2004-01-01 00:00:00;2011-06-15 00:00:00;0
"4099999";"Activehours";"Financial Services ";1;2012-01-01 00:00:00;2014-07-23 00:00:00;0
"899955";"Actively Learn";"Education ";1;2012-04-11 00:00:00;2014-02-04 00:00:00;0
"13250001";"ActivePath";"Finance ";2;2007-01-01 00:00:00;2011-09-19 00:00:00;0
"2750000";"ActiveRain";"Real Estate ";1;2006-06-01 00:00:00;2008-01-21 00:00:00;0
"680000";"ActiveTrak";"Mobile Security ";2;2007-01-01 00:00:00;2010-03-09 00:00:00;0
"2200000";"ActivityHero";"Education ";2;2011-01-01 00:00:00;2012-02-09 00:00:00;0
"2500000";"ACTON";"Transportation ";2;2011-01-01 00:00:00;2013-08-15 00:00:00;0
"550000";"ActualMeds";"Health Care ";2;2009-01-01 00:00:00;2011-10-26 00:00:00;0
"150000";"ActuatedMedical";"Hardware + Software ";1;2006-01-01 00:00:00;2012-03-06 00:00:00;0
"242500";"Actus Interactive Software";"Software ";1;2011-01-01 00:00:00;2011-05-06 00:00:00;0
"11879704";"ACTV8me";"Telecommunications ";4;2011-01-01 00:00:00;2011-06-17 00:00:00;0
"2670394";"ActX";"Biotechnology ";2;2012-01-01 00:00:00;2014-01-12 00:00:00;0
"439603";"Acucela";"Biotechnology ";1;2002-01-01 00:00:00;2009-09-04 00:00:00;0
"86000000";"AcuFocus";"Health Care ";2;2001-01-01 00:00:00;2011-11-29 00:00:00;0
"1500321";"Acuity Medical International";"Health Care ";1;1998-01-01 00:00:00;2010-09-30 00:00:00;0
"3000000";"AcuityAds";"Ad Targeting ";1;2009-01-01 00:00:00;2013-07-18 00:00:00;0
"23300000";"Acumatica";"Development Platforms ";4;2008-01-01 00:00:00;2009-11-03 00:00:00;0
"93000000";"Acumen Holdings";"E-Commerce ";3;1995-01-01 00:00:00;2010-12-20 00:00:00;0
"2200000";"Acumen Pharmaceuticals";"Biotechnology ";2;1996-01-01 00:00:00;2006-08-17 00:00:00;0
"18100000";"Acumentrics";"Manufacturing ";2;1994-01-01 00:00:00;2008-06-05 00:00:00;0
"6000000";"Acupera";"Health Care ";3;2011-08-01 00:00:00;2011-08-01 00:00:00;0
"10000000";"Acusphere";"Biotechnology ";2;1993-01-01 00:00:00;2011-07-07 00:00:00;0
"2000000";"Acustream";"Health Care ";1;2007-01-01 00:00:00;2013-10-16 00:00:00;0
"63176464";"Acutus Medical";"Biotechnology ";5;2011-01-01 00:00:00;2011-08-08 00:00:00;0
"6400000";"Acylin Therapeutics";"Biotechnology ";2;2009-01-01 00:00:00;2011-01-11 00:00:00;0
"2000000";"Ad Hoc Labs";"Mobile ";2;2012-08-01 00:00:00;2012-10-18 00:00:00;0
"17600000";"Ad Infuse";"Mobile ";3;2005-11-01 00:00:00;2005-01-01 00:00:00;0
"50000";"Ad Knights";"Social Media Advertising ";1;2010-03-01 00:00:00;2010-03-01 00:00:00;1
"4549999";"Ad Summos";"Advertising ";2;2010-01-01 00:00:00;2010-03-25 00:00:00;0
"175000";"Ad Tech Media Sales";"Software ";2;2013-11-01 00:00:00;2013-11-15 00:00:00;0
"1075000";"AdAdapted";"News ";2;2012-01-01 00:00:00;2014-01-29 00:00:00;0
"6637111";"Adagio Medical";"Health Care ";2;2011-01-01 00:00:00;2013-03-29 00:00:00;0
"19500000";"Adallom";"Security ";2;2012-01-01 00:00:00;2012-12-01 00:00:00;0
"7131660";"Adama Materials";"Nanotechnology ";4;2008-01-01 00:00:00;2010-09-29 00:00:00;0
"82000000";"Adamas Pharmaceuticals";"Health Care ";4;2000-01-01 00:00:00;2005-05-01 00:00:00;0
"16377078";"Adamis Pharmaceuticals";"Biotechnology ";5;2006-01-01 00:00:00;2012-04-06 00:00:00;0
"2700000";"Adams Arms";"Manufacturing ";1;2007-01-01 00:00:00;2012-07-11 00:00:00;0
"48500000";"Adap.tv";"Television ";5;2006-11-01 00:00:00;2007-02-01 00:00:00;0
"10000000";"Adapt Technologies";"Advertising ";1;2001-01-01 00:00:00;2005-06-12 00:00:00;0
"5954000";"Adapteva";"Mobile ";3;2008-03-15 00:00:00;2009-10-27 00:00:00;0
"112499480";"Adaptive Biotechnologies";"Bio-Pharm ";3;2009-01-01 00:00:00;2013-09-13 00:00:00;0
"22999999";"Adaptive Computing";"Cloud Management ";3;2001-01-01 00:00:00;2010-09-14 00:00:00;0
"4000000";"Adaptive Digital Power";"Semiconductors ";1;2007-01-01 00:00:00;2010-08-04 00:00:00;0
"10400000";"Adaptive Medias, Inc.";"Advertising ";2;2012-01-01 00:00:00;2014-09-12 00:00:00;0
"7875598";"Adaptive Payments";"E-Commerce ";2;2009-01-01 00:00:00;2011-01-24 00:00:00;0
"84500000";"Adaptive Planning";"Software ";4;2003-04-01 00:00:00;2007-03-01 00:00:00;0
"10350000";"Adaptive TCR";"Biotechnology ";2;2009-01-01 00:00:00;2010-03-26 00:00:00;1
"550000";"Adaptive Technologies";"Software ";1;2002-01-01 00:00:00;2013-10-29 00:00:00;0
"24020000";"AdaptiveBlue";"Semantic Web ";4;2007-01-01 00:00:00;2007-02-15 00:00:00;0
"24845955";"Adaptivity";"Enterprise Software ";6;2007-01-01 00:00:00;2009-11-04 00:00:00;0
"13200000";"Adaptly";"Advertising ";4;2010-04-14 00:00:00;2010-08-11 00:00:00;0
"30000000";"Adapx";"Collaboration ";6;1999-01-01 00:00:00;2007-12-05 00:00:00;0
"2400000";"Adar IT";"Software ";1;1998-01-01 00:00:00;2014-02-04 00:00:00;0
"44115160";"ADARA";"Advertising ";4;2009-01-01 00:00:00;2006-02-20 00:00:00;0
"7250000";"Adarza BioSystems";"Biotechnology ";4;2008-01-01 00:00:00;2013-04-17 00:00:00;0
"13000000";"Adatao";"Big Data ";1;2012-01-01 00:00:00;2014-08-07 00:00:00;0
"20000000";"Adayana";"Finance ";1;2001-01-01 00:00:00;2007-07-04 00:00:00;0
"1300000";"AdBm Technologies";"Assisitive Technology ";1;2012-03-26 00:00:00;2014-10-03 00:00:00;0
"40400000";"adBrite";"Publishing ";4;2003-01-01 00:00:00;2004-09-01 00:00:00;0
"6500000";"Adcade";"Advertising ";2;2011-12-01 00:00:00;2012-11-01 00:00:00;0
"119191000";"Adchemy";"Advertising ";7;2004-01-01 00:00:00;2005-02-09 00:00:00;0
"114000000";"Adconion Media Group";"Entertainment ";3;2005-01-01 00:00:00;2007-01-31 00:00:00;0
"1800000";"Addapp";"Software ";1;2014-04-03 00:00:00;2014-04-04 00:00:00;0
"65839694";"Addepar";"SaaS ";2;2009-01-01 00:00:00;2011-06-15 00:00:00;0
"10600000";"Additech";"Automotive ";3;1995-01-01 00:00:00;2006-08-09 00:00:00;0
"1170000";"AddMyBest";"E-Commerce ";1;2009-08-01 00:00:00;2009-01-01 00:00:00;0
"1000000";"AddonTV";"Advertising ";1;2009-08-01 00:00:00;2011-01-01 00:00:00;0
"110000";"Addoway";"Trusted Networks ";1;2010-04-01 00:00:00;2010-04-01 00:00:00;0
"200000";"AddressReport";"Data Visualization ";1;2014-04-01 00:00:00;2013-08-23 00:00:00;0
"725000";"AddShoppers";"Social Buying ";1;2011-01-01 00:00:00;2012-10-13 00:00:00;0
"73000000";"AddThis";"Advertising ";7;2004-01-01 00:00:00;2006-05-01 00:00:00;0
"2729000";"Addvocate";"Enterprise Software ";2;2012-05-01 00:00:00;2013-05-15 00:00:00;0
"300000";"Addy";"Mobile ";2;2012-05-01 00:00:00;2013-09-23 00:00:00;0
"5000000";"Adea";"Consulting ";1;1996-01-01 00:00:00;2007-01-01 00:00:00;0
"1500000";"aDealio";"E-Commerce ";2;2010-04-01 00:00:00;2011-03-01 00:00:00;0
"3100000";"AdECN";"Sales and Marketing ";1;2003-01-01 00:00:00;2006-02-01 00:00:00;0
"250000";"AdelaVoice";"Software ";1;2010-01-01 00:00:00;2010-04-27 00:00:00;0
"505000";"Adelja Learning";"Education ";2;2010-01-01 00:00:00;2010-03-02 00:00:00;0
"12000000";"Adelphic Mobile";"Mobile ";2;2010-01-01 00:00:00;2012-03-13 00:00:00;0
"810000";"Adenios";"Biotechnology ";1;2009-01-01 00:00:00;2010-02-16 00:00:00;0
"1015000";"Adept Cloud";"Enterprise Software ";2;2011-06-01 00:00:00;2012-10-01 00:00:00;0
"1800000";"AdEspresso";"Optimization ";2;2011-12-01 00:00:00;2013-12-25 00:00:00;0
"6000000";"Adesso Solutions";"Software ";1;2002-01-01 00:00:00;2010-10-25 00:00:00;0
"43981909";"Adesto Technologies";"Semiconductors ";6;2006-01-01 00:00:00;2009-04-24 00:00:00;0
"2000000";"AdexLink";"Advertising ";1;2010-08-16 00:00:00;2011-06-10 00:00:00;1
"5500000";"Adeze";"Advertising ";2;2005-01-01 00:00:00;2006-06-21 00:00:00;0
"720000";"Adfora, Inc.";"E-Commerce ";1;2010-01-23 00:00:00;2010-03-04 00:00:00;0
"328000";"adFreeq";"Real Time ";3;2011-07-01 00:00:00;2012-09-19 00:00:00;0
"470000";"AdGrok";"Advertising ";2;2010-05-01 00:00:00;2010-05-01 00:00:00;0
"300000";"Adhere2Care";"Health and Wellness ";1;2011-01-01 00:00:00;2012-03-29 00:00:00;1
"2350000";"AdhereTech";"Medical Devices ";2;2011-10-01 00:00:00;2011-07-19 00:00:00;0
"1600000";"Adherex Technologies";"Biotechnology ";1;1996-01-01 00:00:00;2013-11-27 00:00:00;0
"2246171";"Adhesion Wealth Advisor Solutions";"Software ";1;1999-01-01 00:00:00;2009-07-07 00:00:00;0
"1500000";"Adhesive.co";"Advertising ";1;2012-01-01 00:00:00;2013-07-18 00:00:00;0
"4035000";"Adhezion Biomedical";"Biotechnology ";3;2001-01-01 00:00:00;2010-02-25 00:00:00;0
"2000000";"adhoclabs";"Mobile ";1;2012-01-01 00:00:00;2013-09-26 00:00:00;0
"6731042";"Adial Pharmaceuticals";"Biotechnology ";2;2007-01-01 00:00:00;2011-03-16 00:00:00;0
"23000000";"Adiana";"Biotechnology ";1;1997-01-01 00:00:00;2005-08-25 00:00:00;0
"2649402";"AdiCyte";"Biotechnology ";2;2011-01-01 00:00:00;2012-01-23 00:00:00;0
"27000000";"Adify";"Advertising ";2;2006-08-08 00:00:00;2006-08-01 00:00:00;0
"100000";"Adility";"Local Based Services ";2;2009-02-01 00:00:00;2011-07-01 00:00:00;0
"39682384";"Adimab";"Biotechnology ";9;2007-05-01 00:00:00;2007-07-01 00:00:00;0
"4000000";"Adinch Inc";"Mobile ";2;2012-06-05 00:00:00;2013-02-26 00:00:00;0
"355000";"Adioso";"Travel ";3;2008-01-01 00:00:00;2009-01-01 00:00:00;0
"25000";"Adirondack East";"Real Estate ";1;2014-01-01 00:00:00;2014-09-24 00:00:00;0
"3301958";"Aditive";"Advertising ";1;2010-01-01 00:00:00;2012-08-22 00:00:00;0
"256000";"Adjacent Applications";"Marketplaces ";2;2011-05-31 00:00:00;2011-11-15 00:00:00;0
"550000";"Adjudica";"Medical ";2;2008-01-01 00:00:00;2010-01-01 00:00:00;0
"11900000";"adjust";"Mobile ";3;2012-04-03 00:00:00;2012-04-01 00:00:00;0
"43000000";"AdKeeper";"Advertising ";2;2010-01-01 00:00:00;2010-09-15 00:00:00;0
"248000000";"Adknowledge";"Mobile Games ";2;2004-01-01 00:00:00;2006-03-01 00:00:00;0
"1540000";"Adku";"Software ";3;2010-08-01 00:00:00;2010-11-01 00:00:00;0
"7500000";"Adly";"Social Media ";3;2009-01-01 00:00:00;2009-10-20 00:00:00;0
"8300000";"Adlyfe";"Biotechnology ";2;2003-01-01 00:00:00;2006-01-17 00:00:00;0
"6544400";"ADmantX";"Creative ";3;2010-11-17 00:00:00;2011-06-08 00:00:00;0
"474063";"Admaxim";"Advertising ";1;2007-01-01 00:00:00;2014-06-26 00:00:00;0
"30000000";"Admeld";"Auctions ";3;2007-10-01 00:00:00;2008-11-10 00:00:00;0
"2300000";"Admiral Records Management";"RIM ";1;2006-02-03 00:00:00;2006-01-11 00:00:00;0
"19000000";"AdmitOne Security";"Security ";2;2002-01-01 00:00:00;2005-11-09 00:00:00;0
"1990000";"Admittance Technologies";"Health Care ";1;2010-01-01 00:00:00;2013-01-19 00:00:00;0
"1240000";"Admittedly";"Education ";2;2013-05-01 00:00:00;2013-06-03 00:00:00;0
"46800000";"AdMob";"Advertising ";4;2006-12-01 00:00:00;2006-09-01 00:00:00;0
"2200000";"AdMobilize";"Advertising ";1;2012-01-01 00:00:00;2014-05-06 00:00:00;0
"5000000";"AdMobius";"Advertising ";1;2011-07-01 00:00:00;2012-09-30 00:00:00;0
"42500000";"Adnexus";"Biotechnology ";2;2002-01-01 00:00:00;2006-06-26 00:00:00;0
"500000";"Adocu.com";"Social Media ";1;2008-05-27 00:00:00;2008-01-01 00:00:00;0
"29125000";"Adometry By Google";"Displays ";4;2005-01-01 00:00:00;2007-02-07 00:00:00;0
"1700000";"ADOMIC (formerly YieldMetrics)";"Advertising ";1;2010-11-01 00:00:00;2013-01-10 00:00:00;0
"22000000";"Adomo";"Messaging ";2;1999-08-01 00:00:00;1999-11-01 00:00:00;0
"56464869";"ADOR";"Social Commerce ";5;2009-02-01 00:00:00;2010-07-06 00:00:00;0
"11500000";"Adore Me";"Fashion ";6;2011-05-01 00:00:00;2011-11-01 00:00:00;0
"1230000";"AdoTube";"Video ";2;2007-02-26 00:00:00;2007-07-31 00:00:00;0
"100000";"ADR Sales & Concepts";"Search ";2;2008-01-01 00:00:00;2010-11-01 00:00:00;0
"17807000";"AdReady";"Advertising ";4;2006-01-01 00:00:00;2007-07-01 00:00:00;0
"340000";"Adrenaline Mobility";"Security ";4;2012-02-22 00:00:00;2012-05-23 00:00:00;0
"2000000";"adRise";"Television ";1;2010-11-01 00:00:00;2012-10-16 00:00:00;0
"1000000";"AdRocket";"Advertising ";1;2008-02-01 00:00:00;2009-05-15 00:00:00;0
"89000000";"AdRoll";"Advertising ";4;2007-03-01 00:00:00;2006-03-01 00:00:00;0
"20000000";"adSage";"Software ";1;2007-01-01 00:00:00;2011-09-01 00:00:00;0
"50000";"AdScoot";"Advertising ";1;2009-01-01 00:00:00;2009-08-26 00:00:00;0
"2000000";"AdsNative";"Advertising ";1;2012-01-01 00:00:00;2014-04-03 00:00:00;0
"75000";"Adspace Networks";"Advertising ";1;1998-01-01 00:00:00;2010-05-11 00:00:00;0
"1200000";"AdSparx";"Internet Marketing ";2;2012-04-01 00:00:00;2014-06-01 00:00:00;0
"8750000";"AdStage";"Software ";4;2012-05-01 00:00:00;2013-03-01 00:00:00;0
"550000";"Adstrix";"Advertising ";1;2011-01-01 00:00:00;2013-12-01 00:00:00;0
"3118000";"ADstruc";"Outdoor Advertising ";4;2010-07-15 00:00:00;2010-08-05 00:00:00;0
"4000000";"AdTheorent";"Advertising ";1;2010-01-01 00:00:00;2013-09-11 00:00:00;0
"500000";"AdTonik";"Mobile Advertising ";1;2011-01-01 00:00:00;2011-10-01 00:00:00;0
"1300000";"Adtuitive";"Advertising ";1;2008-07-01 00:00:00;2009-02-01 00:00:00;0
"100000";"Aductions";"Advertising ";1;2007-03-16 00:00:00;2007-07-05 00:00:00;0
"2300000";"AdultSpace";"Social Media ";2;2006-01-01 00:00:00;2007-01-01 00:00:00;0
"25500000";"Adura Technologies";"Clean Energy ";3;2008-01-01 00:00:00;2008-10-16 00:00:00;0
"91980947";"Aduro BioTech";"Biotechnology ";7;2000-01-01 00:00:00;2009-11-17 00:00:00;0
"100000";"Advaliant";"Search ";1;2013-04-16 00:00:00;2004-04-01 00:00:00;1
"19500000";"Advanced Animal Diagnostics";"Biotechnology ";3;2001-01-01 00:00:00;2011-03-15 00:00:00;0
"480000";"Advanced Ballistic Concepts";"Manufacturing ";1;2010-12-30 00:00:00;2014-02-04 00:00:00;0
"7746327";"Advanced BioEnergy";"Biotechnology ";1;2005-01-01 00:00:00;2009-12-30 00:00:00;0
"33500000";"Advanced BioHealing";"Biotechnology ";2;2003-01-01 00:00:00;2005-11-21 00:00:00;0
"444000";"Advanced Bioimaging Systems";"Hardware + Software ";1;2008-01-01 00:00:00;2009-12-30 00:00:00;0
"836778";"Advanced Brain Monitoring";"Health Care ";1;1997-01-01 00:00:00;2009-04-07 00:00:00;0
"9850000";"Advanced Catheter Therapies";"Biotechnology ";4;2008-01-01 00:00:00;2011-09-29 00:00:00;0
"18800000";"Advanced Cell Diagnostics";"Biotechnology ";3;2007-01-01 00:00:00;2009-09-03 00:00:00;0
"57777000";"Advanced Cell Technology";"Biotechnology ";3;2007-01-01 00:00:00;2009-11-12 00:00:00;0
"2807000";"Advanced Circulatory";"Hardware + Software ";2;1997-01-01 00:00:00;2009-08-12 00:00:00;0
"1500000";"Advanced Cooling Therapy";"Medical Devices ";1;2009-01-01 00:00:00;2014-08-21 00:00:00;0
"166000";"ADVANCED CREDIT TECHNOLOGIES";"Software ";1;2008-01-01 00:00:00;2011-02-21 00:00:00;0
"5200000";"Advanced Diamond Technologies";"Semiconductors ";1;2003-01-01 00:00:00;2011-07-14 00:00:00;0
"14200000";"Advanced Electron Beams";"Clean Technology ";1;2005-01-01 00:00:00;2009-08-04 00:00:00;0
"1250000";"Advanced Green Innovations";"Clean Technology ";1;2009-01-01 00:00:00;2014-10-20 00:00:00;0
"10500500";"Advanced ICU Care";"Health Care ";3;2004-01-01 00:00:00;2010-01-06 00:00:00;0
"440000";"Advanced Imaging Technologies";"Biotechnology ";1;2004-01-01 00:00:00;2009-05-20 00:00:00;0
"36519878";"Advanced Inquiry Systems Inc.";"Semiconductors ";11;1999-01-01 00:00:00;2005-11-17 00:00:00;0
"167000";"Advanced Life Wellness Institute";"Health and Wellness ";1;2011-01-01 00:00:00;2012-06-19 00:00:00;0
"500000";"Advanced Marketing & Media Group";"Advertising ";1;2007-02-01 00:00:00;2007-02-15 00:00:00;1
"525000";"ADVANCED MEDICAL ISOTOPE";"Biotechnology ";1;2006-01-01 00:00:00;2013-05-03 00:00:00;0
"10000";"Advanced Numicro Systems";"Hardware + Software ";1;2002-01-01 00:00:00;2009-10-01 00:00:00;0
"200000";"Advanced Patient Care";"Health Care ";2;2008-01-01 00:00:00;2010-10-21 00:00:00;0
"500000";"Advanced Plasma Therapies";"Biotechnology ";1;2010-01-01 00:00:00;2013-04-08 00:00:00;0
"13000000";"Advanced Power Projects";"Clean Technology ";1;2009-01-01 00:00:00;2008-03-18 00:00:00;1
"424999";"Advanced Seismic Technologies";"Software ";2;2012-01-01 00:00:00;2012-05-24 00:00:00;0
"83606";"Advanced Sports Logic";"Games ";1;2009-01-01 00:00:00;2013-05-14 00:00:00;0
"798542";"Advanced Surgical Concepts";"Health and Wellness ";2;2002-01-01 00:00:00;2010-08-17 00:00:00;0
"250000";"Advanced TeleSensors";"Health Care ";1;2008-01-01 00:00:00;2010-01-01 00:00:00;0
"335000";"Advanced-Tec";"Manufacturing ";2;2009-12-21 00:00:00;2008-03-20 00:00:00;0
"22200000";"AdvanDx";"Biotechnology ";3;2002-01-01 00:00:00;2009-10-12 00:00:00;0
"4475000";"Advenchen Laboratories";"Biotechnology ";1;2003-01-01 00:00:00;2010-05-20 00:00:00;0
"1500000";"Advent Health Partners";"Biotechnology ";1;2010-01-01 00:00:00;2011-01-19 00:00:00;0
"1500000";"Adventure to Fitness";"Health and Wellness ";1;2006-01-01 00:00:00;2014-10-09 00:00:00;0
"100000";"AdventureDrop";"Adventure Travel ";1;2008-01-01 00:00:00;2008-05-01 00:00:00;0
"2000000";"AdverseEvents";"Health and Wellness ";1;2010-01-01 00:00:00;2014-04-16 00:00:00;0
"1000000";"Advice Company";"Legal ";2;1992-01-01 00:00:00;1995-03-17 00:00:00;0
"395000";"Advice Wallet";"Mobile ";3;2012-01-01 00:00:00;2012-06-01 00:00:00;0
"5000000";"AdviceIQ";"Finance ";2;2012-01-01 00:00:00;2013-04-08 00:00:00;0
"1500000";"Advion Inc.";"Biotechnology ";1;1993-01-01 00:00:00;2014-06-30 00:00:00;0
"400000";"Adviously Inc.";"Advertising Platforms ";1;2013-01-01 00:00:00;2014-09-09 00:00:00;0
"1200000";"AdVolume";"Marketing Automation ";1;2012-02-01 00:00:00;2013-09-10 00:00:00;0
"22800000";"AdXpose";"SaaS ";3;2005-01-01 00:00:00;2007-02-01 00:00:00;0
"2200000";"AdYapper";"Sales and Marketing ";2;2010-06-01 00:00:00;2013-09-05 00:00:00;0
"125001";"Adylitica";"Mobile ";1;2009-01-01 00:00:00;2013-09-07 00:00:00;0
"7540560";"Adynxx";"Biotechnology ";3;2007-01-01 00:00:00;2010-08-03 00:00:00;0
"1400000";"AdYouNet";"Advertising ";2;2006-01-01 00:00:00;2007-01-01 00:00:00;1
"250000";"Adype";"Marketplaces ";1;2011-09-17 00:00:00;2011-01-01 00:00:00;0
"19367098";"AEGEA Medical";"Biotechnology ";2;2007-01-01 00:00:00;2011-05-25 00:00:00;0
"19814760";"Aegerion Pharmaceuticals";"Health Care ";2;2005-01-01 00:00:00;2010-06-28 00:00:00;0
"2725000";"Aegis Identity Software";"Software ";3;2011-10-01 00:00:00;2011-08-15 00:00:00;0
"24000000";"Aeglea BioTherapeutics";"Therapeutics ";2;2013-01-01 00:00:00;2014-01-09 00:00:00;0
"7970000";"Aeluros";"Semiconductors ";1;2001-06-01 00:00:00;2006-07-01 00:00:00;0
"11755550";"AEOLUS PHARMACEUTICALS";"Biotechnology ";6;1994-01-01 00:00:00;2009-04-06 00:00:00;0
"97000000";"Aereo";"Curated Web ";4;2012-02-01 00:00:00;2011-04-15 00:00:00;0
"288000";"Aeria Games & Entertainment";"Games ";2;2006-08-02 00:00:00;2007-10-01 00:00:00;0
"253614965";"Aerie Pharmaceuticals";"Biotechnology ";5;2005-01-01 00:00:00;2010-09-01 00:00:00;0
"1000000";"Aerify Media";"Video ";1;2010-01-01 00:00:00;2010-01-01 00:00:00;0
"774998";"Aerin Medical";"Biotechnology ";3;2011-01-01 00:00:00;2011-12-12 00:00:00;0
"1000000";"Aeris Communications";"Internet of Things ";1;1992-01-01 00:00:00;2009-04-30 00:00:00;0
"500000";"AeroFarms";"Hospitality ";2;2004-01-01 00:00:00;2010-02-08 00:00:00;0
"5500000";"AeroFS";"Enterprise Software ";3;2010-01-01 00:00:00;2010-08-01 00:00:00;0
"104952382";"Aerohive Networks";"Technology ";6;2006-01-01 00:00:00;2006-07-01 00:00:00;0
"45400000";"AeroSat Corporation";"Web Hosting ";3;1997-01-01 00:00:00;2006-04-05 00:00:00;0
"28000000";"AeroScout";"Wireless ";2;1999-01-01 00:00:00;2008-04-15 00:00:00;0
"22000000";"Aerospike";"Real Time ";3;2009-02-25 00:00:00;2011-03-30 00:00:00;0
"120500000";"Aerovance";"Biotechnology ";5;2004-01-01 00:00:00;2007-03-28 00:00:00;1
"63000000";"Aerpio Therapeutics";"Biotechnology ";4;2011-01-01 00:00:00;2012-01-05 00:00:00;0
"3455150";"AesRx";"Biotechnology ";3;2008-01-01 00:00:00;2011-06-30 00:00:00;0
"6000000";"AetherPal";"Mobile ";1;2009-01-01 00:00:00;2013-11-04 00:00:00;0
"8381234";"Aethlon Medical";"Health Care ";10;1999-01-01 00:00:00;2009-07-10 00:00:00;0
"21309215";"Aethon";"Health Care ";6;2001-01-01 00:00:00;2009-12-18 00:00:00;0
"16000000";"AFAR";"Travel ";1;2007-01-01 00:00:00;2009-01-01 00:00:00;0
"21899999";"Affectiva";"Analytics ";5;2009-01-01 00:00:00;2009-10-27 00:00:00;0
"33150000";"Afferent Pharmaceuticals";"Biotechnology ";4;2009-01-01 00:00:00;2009-10-23 00:00:00;0
"550000";"Affinegy";"Internet ";2;2003-03-17 00:00:00;2012-07-30 00:00:00;0
"1500000";"Affinion Group";"Product Development Services ";1;2005-01-01 00:00:00;2013-11-04 00:00:00;0
"5540000";"Affinity Circles";"Software ";3;2002-01-01 00:00:00;2004-12-01 00:00:00;0
