"funding_total_usd ";"name";"market ";"status";"funding_rounds";"founded_at";"first_funding_at";"Statuts"
"15000000";"Vettro";"Software ";"acquired";1;1999-01-01 00:00:00;2007-03-01 00:00:00;0
"3000000";"VFA";"Software ";"operating";1;1998-01-01 00:00:00;2006-10-31 00:00:00;0
"2785000";"VG Life Sciences";"Biotechnology ";"operating";2;1995-01-01 00:00:00;2013-03-01 00:00:00;0
"8292558";"VGBio";"Health and Wellness ";"operating";2;2013-01-01 00:00:00;2013-11-04 00:00:00;0
"10322726";"VGo Communications";"Health Care ";"operating";4;2007-01-01 00:00:00;2010-10-08 00:00:00;0
"3600000";"VGTI Florida";"Biotechnology ";"operating";1;2008-01-01 00:00:00;2013-07-15 00:00:00;0
"10250000";"Vhayu Technologies";"Enterprise Software ";"acquired";1;1998-01-01 00:00:00;2005-03-17 00:00:00;0
"3150000";"Vhoto";"Photo Sharing ";"operating";2;2012-01-01 00:00:00;2014-05-01 00:00:00;0
"4450000";"VHX";"Video Streaming ";"operating";2;2011-05-01 00:00:00;2012-06-19 00:00:00;0
"10064136";"Via";"Apps ";"operating";1;2012-01-01 00:00:00;2014-03-26 00:00:00;0
"840000";"Via Novus";"Health and Wellness ";"operating";2;2011-01-01 00:00:00;2011-11-09 00:00:00;0
"1000000";"Via Response Technologies";"Education ";"operating";1;2010-01-01 00:00:00;2013-04-22 00:00:00;0
"400000";"via680";"Curated Web ";"operating";2;2008-01-01 00:00:00;2012-03-23 00:00:00;0
"19009671";"Viacor";"Health Care ";"closed";3;1999-12-01 00:00:00;2002-09-12 00:00:00;1
"97600000";"ViaCyte";"Biotechnology ";"operating";6;1999-01-01 00:00:00;2006-05-03 00:00:00;0
"65000000";"Viagogo";"Databases ";"operating";6;2005-01-01 00:00:00;2005-03-01 00:00:00;0
"40000000";"Viamedia";"Advertising ";"operating";1;2001-01-01 00:00:00;2013-12-18 00:00:00;0
"65000000";"ViaWest";"Web Hosting ";"acquired";1;1999-01-01 00:00:00;2012-04-04 00:00:00;0
"100000";"Vibby";"Technology ";"operating";1;2013-07-01 00:00:00;2013-11-01 00:00:00;0
"4800000";"Vibe Solutions Group";"Curated Web ";"operating";1;2004-01-01 00:00:00;2006-01-01 00:00:00;0
"15000000";"Vibes";"App Marketing ";"operating";1;1998-01-01 00:00:00;2008-09-04 00:00:00;0
"100000";"Viblio";"Video ";"operating";1;2012-01-01 00:00:00;2013-05-01 00:00:00;0
"1359471";"Vibrado Technologies";"Health and Wellness ";"operating";1;2012-01-01 00:00:00;2014-08-14 00:00:00;0
"6750000";"Vibrant Commercial Technologies";"Software ";"closed";1;2006-01-01 00:00:00;2011-04-21 00:00:00;1
"17000000";"Vibrant Media";"Online Video Advertising ";"operating";2;2000-07-01 00:00:00;2000-07-01 00:00:00;0
"18750000";"Vibrynt";"Health Care ";"operating";2;2006-01-01 00:00:00;2007-08-21 00:00:00;0
"72000000";"Vicarious";"Software ";"operating";4;2010-01-01 00:00:00;2012-07-01 00:00:00;0
"580000000";"Vice Media";"Video Streaming ";"operating";4;2006-12-01 00:00:00;2006-12-01 00:00:00;0
"600000";"Vicino";"Social Media ";"closed";1;2012-03-01 00:00:00;2013-01-01 00:00:00;1
"3600000";"Vico Software";"Software ";"operating";1;2007-01-01 00:00:00;2009-10-06 00:00:00;0
"3707000";"Vicor Technologies";"Hardware + Software ";"operating";3;2000-01-01 00:00:00;2009-04-30 00:00:00;0
"4700000";"Victiv";"Fantasy Sports ";"operating";1;2014-02-24 00:00:00;2014-08-27 00:00:00;0
"5000000";"Victrio";"Enterprise Software ";"operating";1;2008-01-01 00:00:00;2010-12-14 00:00:00;0
"1441564";"Vicus Therapeutics";"Biotechnology ";"operating";2;2005-01-01 00:00:00;2009-06-24 00:00:00;0
"2800000";"VIDA Diagnostics";"Biotechnology ";"operating";3;2004-01-01 00:00:00;2009-06-10 00:00:00;0
"5000000";"Vida Health";"Health Care Information Technology ";"operating";1;2014-01-01 00:00:00;2014-10-28 00:00:00;0
"775000";"Vida Systems";"Education ";"operating";6;2011-11-01 00:00:00;2012-01-03 00:00:00;0
"525000";"Vidaao";"Promotional ";"acquired";3;2012-09-24 00:00:00;2012-11-12 00:00:00;0
"1200000";"Vidapp";"Software ";"operating";1;2014-01-01 00:00:00;2014-04-17 00:00:00;0
"1250500";"Vidatronic";"Semiconductors ";"operating";2;2010-01-01 00:00:00;2011-08-23 00:00:00;0
"100000";"VidBid";"Mobile ";"operating";1;2012-06-19 00:00:00;2012-08-31 00:00:00;0
"400000";"Vidcaster";"Internet Marketing ";"operating";3;2010-03-01 00:00:00;2010-01-10 00:00:00;0
"344638";"Viddler";"Photography ";"operating";2;2006-02-01 00:00:00;2010-02-03 00:00:00;0
"10500000";"Video Blocks";"Video ";"operating";1;2009-05-01 00:00:00;2012-09-06 00:00:00;0
"300000";"VideoBurst";"Internet Marketing ";"operating";1;2014-04-01 00:00:00;2013-01-22 00:00:00;0
"37535089";"VideoIQ";"Analytics ";"acquired";6;2006-01-01 00:00:00;2007-04-26 00:00:00;0
"3650000";"Videolicious";"Software ";"operating";2;2007-01-01 00:00:00;2012-07-30 00:00:00;0
"600000";"Videolla";"Content ";"operating";2;2010-06-01 00:00:00;2010-06-01 00:00:00;0
"134191580";"Videology";"Video ";"operating";5;2007-02-01 00:00:00;2008-02-26 00:00:00;0
"2000000";"VideoMining";"Curated Web ";"operating";1;2000-01-01 00:00:00;2013-06-14 00:00:00;0
"2000000";"videoNEXT";"Security ";"operating";1;2002-01-01 00:00:00;2005-12-02 00:00:00;0
"950000";"VideoSelfie";"Messaging ";"operating";2;2013-05-01 00:00:00;2013-05-01 00:00:00;0
"3450673";"Vidible";"Video ";"acquired";2;2012-07-01 00:00:00;2013-11-20 00:00:00;0
"12000000";"Vidient";"Analytics ";"operating";1;2003-01-01 00:00:00;2005-10-18 00:00:00;0
"2000000";"vidIQ";"Brand Marketing ";"operating";3;2012-01-01 00:00:00;2012-03-01 00:00:00;0
"668000";"Vidmaker";"Curated Web ";"operating";2;2011-06-01 00:00:00;2012-01-01 00:00:00;0
"18650000";"VidSys";"Software ";"operating";3;2005-01-01 00:00:00;2007-05-21 00:00:00;0
"4570840";"Vidtel";"Mobile ";"operating";1;2008-04-01 00:00:00;2011-05-20 00:00:00;0
"7650000";"Vidyard";"E-Commerce ";"operating";3;2010-05-11 00:00:00;2011-06-01 00:00:00;0
"136415300";"Vidyo";"Messaging ";"operating";11;2005-04-01 00:00:00;2007-10-01 00:00:00;0
"35000";"Viepage";"Content ";"operating";4;2012-01-01 00:00:00;2013-04-24 00:00:00;0
"301530839";"View Inc.";"Solar ";"operating";9;2006-01-01 00:00:00;2009-06-11 00:00:00;0
"7700000";"View the Space";"Real Estate ";"operating";2;2011-01-01 00:00:00;2012-06-28 00:00:00;0
"1100000";"Viewabill";"Software ";"operating";1;2012-03-01 00:00:00;2013-11-14 00:00:00;0
"12000000";"Viewdle";"Analytics ";"acquired";3;2006-07-01 00:00:00;2008-03-24 00:00:00;0
"28660003";"Viewfinity";"Enterprise Software ";"operating";6;2007-01-01 00:00:00;2008-03-22 00:00:00;0
"60000000";"Viewglass";"Hardware + Software ";"operating";1;2007-01-01 00:00:00;2013-06-18 00:00:00;0
"5000000";"Viewpoints";"Reviews and Recommendations ";"operating";1;2006-08-08 00:00:00;2007-06-01 00:00:00;0
"30000000";"Viewpost";"Payments ";"operating";1;2012-01-01 00:00:00;2014-03-17 00:00:00;0
"130000000";"ViewRay";"Biotechnology ";"operating";6;2004-01-01 00:00:00;2010-08-25 00:00:00;0
"35000000";"Viggle, Inc.";"Multi-level Marketing ";"operating";1;2011-02-15 00:00:00;2014-04-30 00:00:00;0
"2300000";"Vigilant Biosciences";"Biotechnology ";"operating";2;2011-01-01 00:00:00;2014-03-25 00:00:00;0
"10660000";"Vigilent";"Analytics ";"operating";5;2004-01-01 00:00:00;2010-01-29 00:00:00;0
"4359346";"Vigilistics";"Software ";"operating";3;2005-01-01 00:00:00;2007-01-01 00:00:00;0
"8025000";"Vigilos";"Software ";"operating";3;2000-03-01 00:00:00;2006-03-30 00:00:00;0
"27337143";"VigLink";"Monetization ";"operating";5;2009-03-19 00:00:00;2009-06-01 00:00:00;0
"25000";"Vigo";"Hardware + Software ";"operating";1;2013-01-01 00:00:00;2013-01-01 00:00:00;0
"2205124";"VII NETWORK";"Software ";"operating";3;2007-01-01 00:00:00;2011-11-22 00:00:00;0
"3601000";"Viking Cold Solutions";"Clean Technology ";"operating";4;2007-01-01 00:00:00;2009-10-14 00:00:00;0
"1400000";"Villij";"Curated Web ";"operating";1;2012-01-01 00:00:00;2012-07-16 00:00:00;0
"1900000";"Vilynx";"Mobile ";"operating";1;2011-07-01 00:00:00;2014-05-22 00:00:00;0
"540000";"Vimbly";"Hospitality ";"operating";1;2011-12-11 00:00:00;2013-05-02 00:00:00;0
"280000";"Vimodi";"Presentations ";"operating";2;2012-01-01 00:00:00;2012-12-30 00:00:00;0
"125000";"Vimty";"Curated Web ";"operating";1;2012-01-01 00:00:00;2012-10-01 00:00:00;0
"4500000";"VinAsset, Inc (Vertically Integrated Network)";"Group Buying ";"operating";1;2011-01-01 00:00:00;2012-04-01 00:00:00;0
"37600000";"Vindicia";"Subscription Businesses ";"operating";5;2003-01-01 00:00:00;2004-01-01 00:00:00;0
"200000";"Vineloop";"Curated Web ";"operating";1;2009-01-01 00:00:00;2011-03-14 00:00:00;0
"9000000";"Vinfolio";"E-Commerce ";"operating";3;2003-11-01 00:00:00;2007-08-10 00:00:00;0
"1050000";"Vinja";"Video ";"operating";1;2014-01-01 00:00:00;2014-06-18 00:00:00;0
"350000";"Vinny";"Auto ";"operating";1;2012-08-21 00:00:00;2013-05-01 00:00:00;0
"7000000";"Vino Volo";"Hospitality ";"operating";1;2004-01-01 00:00:00;2013-12-18 00:00:00;0
"600613";"Vinomis Laboratories";"Biotechnology ";"operating";2;2009-01-01 00:00:00;2011-03-29 00:00:00;0
"82000";"Vinsula";"Software ";"operating";1;2011-01-01 00:00:00;2011-11-16 00:00:00;0
"10000";"Vinylmint";"Curated Web ";"operating";1;2011-05-01 00:00:00;2012-08-08 00:00:00;0
"7300000";"Violet Grey";"Fashion ";"operating";1;2012-07-04 00:00:00;2014-02-25 00:00:00;0
"268412808";"Violin Memory";"Technology ";"operating";8;2005-01-01 00:00:00;2009-06-03 00:00:00;0
"3600000";"Vionic";"Discounts ";"operating";5;2011-01-01 00:00:00;2010-01-01 00:00:00;0
"350000";"Vioozer";"Media ";"operating";1;2013-01-01 00:00:00;2013-11-05 00:00:00;0
"250000";"VIPerks";"Curated Web ";"operating";3;2012-08-15 00:00:00;2012-01-01 00:00:00;0
"3500000";"VIPorbit Software";"Analytics ";"operating";5;2014-08-28 00:00:00;2010-05-01 00:00:00;0
"1262000";"Vir-Sec";"Security ";"operating";2;2007-01-01 00:00:00;2010-09-08 00:00:00;0
"5000";"Viral Solutions Group";"Advertising ";"operating";1;2014-01-12 00:00:00;2014-05-03 00:00:00;0
"2900000";"ViralGains";"Social Media Marketing ";"operating";2;2012-03-01 00:00:00;2013-10-30 00:00:00;0
"6825000";"Viralheat";"Social Media Monitoring ";"operating";3;2011-06-01 00:00:00;2011-01-01 00:00:00;0
"1950000";"ViralNinjas";"Advertising ";"operating";2;2011-09-01 00:00:00;2012-04-20 00:00:00;0
"60075000";"Virdante Pharmaceuticals";"Biotechnology ";"operating";2;2007-01-01 00:00:00;2009-11-25 00:00:00;0
"110500000";"Virdia";"Clean Technology ";"acquired";4;2007-12-01 00:00:00;2009-06-01 00:00:00;0
"46400000";"Virent Energy Systems";"Clean Technology ";"operating";1;2002-01-01 00:00:00;2010-06-08 00:00:00;0
"1000000";"Vires Aeronautics";"Aerospace ";"operating";1;2013-01-01 00:00:00;2014-02-28 00:00:00;0
"750000";"Virgance";"Apps ";"closed";1;2008-05-01 00:00:00;2009-02-20 00:00:00;1
"142332152";"Virident Systems";"Technology ";"acquired";8;2006-01-01 00:00:00;2007-05-01 00:00:00;0
"29000000";"Viridity Energy";"Smart Grid ";"operating";2;2008-01-01 00:00:00;2011-01-11 00:00:00;0
"15000000";"Viridity Software";"Software ";"acquired";2;2008-01-01 00:00:00;2008-12-01 00:00:00;0
"6000000";"VirnetX";"Software ";"operating";1;2005-01-01 00:00:00;2009-09-25 00:00:00;0
"18300000";"Virobay";"Biotechnology ";"operating";3;2006-01-01 00:00:00;2010-01-14 00:00:00;0
"4700000";"virocyt";"Biotechnology ";"operating";1;2012-01-01 00:00:00;2013-04-11 00:00:00;0
"6620000";"Virool";"Advertising ";"operating";2;2011-08-17 00:00:00;2012-07-01 00:00:00;0
"10795700";"ViroXis";"Biotechnology ";"operating";3;2006-01-01 00:00:00;2010-01-14 00:00:00;0
"24000000";"Virsto Software";"Software ";"acquired";3;2007-07-01 00:00:00;2009-06-26 00:00:00;0
"5136706";"Virtela Technology Services";"Security ";"acquired";1;2001-01-01 00:00:00;2010-05-21 00:00:00;0
"25078167";"Virtify";"Enterprise Software ";"operating";4;2009-01-01 00:00:00;2010-01-08 00:00:00;0
"10255000";"Virtru";"Software ";"operating";2;2011-11-01 00:00:00;2014-04-28 00:00:00;0
"4000000";"Virtual Bridges";"Software ";"operating";1;2006-01-01 00:00:00;2010-01-21 00:00:00;0
"200000";"Virtual Command";"Software ";"operating";1;2011-01-01 00:00:00;2012-08-27 00:00:00;0
"21000000";"Virtual Computer";"Software ";"acquired";2;2007-01-01 00:00:00;2007-12-01 00:00:00;0
"575000";"Virtual DBS";"Software ";"operating";1;2010-01-01 00:00:00;2012-08-01 00:00:00;0
"14500000";"Virtual Incision Corp (VIC)";"Robotics ";"operating";4;2006-01-01 00:00:00;2006-01-01 00:00:00;0
"76510586";"Virtual Instruments Corporation";"Enterprise Software ";"operating";6;2008-06-01 00:00:00;2009-08-07 00:00:00;0
"40000";"ViRTUAL INTERACTiVE";"Photography ";"operating";1;2010-10-07 00:00:00;2014-05-12 00:00:00;0
"24500000";"Virtual Iron Software";"Software ";"acquired";2;2003-01-01 00:00:00;2005-09-26 00:00:00;0
"5700000";"Virtual Power Systems";"Software ";"operating";1;2012-01-01 00:00:00;2014-02-20 00:00:00;0
"4000000";"Virtual Telephone & Telegraph";"Cloud Computing ";"closed";2;2006-04-01 00:00:00;2007-09-01 00:00:00;1
"29288979";"VirtualLogix";"Software ";"acquired";4;2002-01-01 00:00:00;2004-01-01 00:00:00;0
"3911750";"VirtualSharp Software";"Software ";"acquired";2;2010-01-01 00:00:00;2011-02-07 00:00:00;0
"625000";"VirtualU";"Technology ";"operating";1;2012-04-20 00:00:00;2014-04-08 00:00:00;0
"6000000";"Virtuata";"Virtualization ";"acquired";1;2010-10-04 00:00:00;2011-03-11 00:00:00;0
"17600000";"Virtugo Software";"Software ";"operating";2;2002-01-01 00:00:00;2006-07-17 00:00:00;0
"3300000";"Virtuix";"Curated Web ";"operating";2;2013-02-21 00:00:00;2013-06-04 00:00:00;0
"38764000";"VirtuOz";"Enterprise Software ";"acquired";4;2002-01-01 00:00:00;2005-10-10 00:00:00;0
"129642925";"Virtustream";"Enterprise Software ";"operating";9;2008-01-01 00:00:00;2009-08-31 00:00:00;0
"9812794";"Viryd Technologies";"Clean Technology ";"closed";4;2007-01-01 00:00:00;2007-12-03 00:00:00;1
"1500000";"ViS";"Analytics ";"operating";1;2010-09-09 00:00:00;2012-08-27 00:00:00;0
"13950000";"Visage Mobile";"Enterprise Software ";"operating";4;2001-01-01 00:00:00;2009-05-01 00:00:00;0
"1092505";"Visante";"Consulting ";"operating";2;1999-01-01 00:00:00;2013-09-30 00:00:00;0
"885418";"VisEn Medical";"Biotechnology ";"operating";1;2000-01-01 00:00:00;2009-10-08 00:00:00;0
"25000000";"Vishay Precision Group";"Hardware + Software ";"operating";1;2010-01-01 00:00:00;2010-10-19 00:00:00;0
"2550000";"Visible Light Solar Technologies";"Hardware + Software ";"operating";1;2008-01-01 00:00:00;2009-10-30 00:00:00;0
"70800000";"Visible Measures";"Advertising ";"operating";8;2005-01-01 00:00:00;2006-01-01 00:00:00;0
"24700000";"Visible Path";"Social Network Media ";"acquired";2;2002-01-01 00:00:00;2006-03-01 00:00:00;0
"83302652";"Visible Technologies";"Brand Marketing ";"operating";10;2005-01-01 00:00:00;2006-08-01 00:00:00;0
"33000000";"Visible World";"Advertising ";"operating";2;2000-02-01 00:00:00;2003-11-17 00:00:00;0
"250000";"Visible.vc";"Software ";"operating";1;2012-01-01 00:00:00;2014-10-09 00:00:00;0
"12141852";"VisibleBrands";"Advertising ";"operating";5;2008-01-01 00:00:00;2011-02-09 00:00:00;0
"4500000";"VisibleGains";"Messaging ";"operating";3;2010-09-01 00:00:00;2009-12-02 00:00:00;0
"2254280";"VisiKard";"Mobile ";"operating";2;2011-01-01 00:00:00;2012-08-20 00:00:00;0
"6500000";"Visio Financial Services";"Finance ";"operating";2;2011-01-01 00:00:00;2013-08-01 00:00:00;0
"40000000";"Visiogen";"Health Care ";"acquired";1;2001-01-01 00:00:00;2009-05-08 00:00:00;0
"1500000";"Vision Technologies";"Software ";"operating";1;1998-01-01 00:00:00;2011-09-29 00:00:00;0
"1570000";"Visionary Mobile";"Biotechnology ";"operating";3;2010-01-01 00:00:00;2011-09-20 00:00:00;0
"50000000";"VisionCare Ophthalmic Technologies";"Health Care ";"operating";3;1997-01-01 00:00:00;2011-01-10 00:00:00;0
"9000000";"Visioneered Image Systems";"Advertising ";"operating";1;2003-01-01 00:00:00;2006-03-24 00:00:00;0
"10717253";"VisionGate";"Biotechnology ";"operating";6;2001-01-01 00:00:00;2009-04-10 00:00:00;0
"10300000";"VisionScope Technologies";"Health Care ";"operating";2;2007-08-09 00:00:00;2009-04-09 00:00:00;0
"10146400";"VisiQuate";"Enterprise Software ";"operating";4;2009-01-01 00:00:00;2010-10-08 00:00:00;0
"3600000";"Visitar";"Travel ";"operating";1;2005-01-01 00:00:00;2006-06-12 00:00:00;0
"42820000";"VistaGen Therapeutics";"Biotechnology ";"operating";5;2013-04-16 00:00:00;2007-08-10 00:00:00;0
"2825000";"Vistar Media";"Advertising ";"operating";2;2011-09-01 00:00:00;2013-03-05 00:00:00;0
"73399699";"Visterra";"Biotechnology ";"operating";5;2007-01-01 00:00:00;2009-12-07 00:00:00;0
"156000000";"Visto";"Mobile ";"operating";4;1996-01-01 00:00:00;2005-09-02 00:00:00;0
"15000000";"Visual IQ";"Marketing Automation ";"operating";2;2006-01-01 00:00:00;2010-08-20 00:00:00;0
"4000000";"Visual Mining";"Data Visualization ";"operating";1;1996-02-20 00:00:00;1997-12-19 00:00:00;0
"11425000";"Visual Networks";"Software ";"operating";2;1993-01-01 00:00:00;2005-08-05 00:00:00;0
"62500";"Visual Pro 360";"Security ";"operating";1;2011-03-01 00:00:00;2013-06-24 00:00:00;0
"2212000";"Visual Revenue";"Predictive Analytics ";"acquired";2;2010-03-01 00:00:00;2011-07-28 00:00:00;0
"435000";"Visual TeleHealth Systems";"Mobile ";"operating";1;2009-01-01 00:00:00;2011-01-05 00:00:00;0
"12400000";"Visual.ly";"Presentations ";"operating";3;2011-01-01 00:00:00;2011-10-20 00:00:00;0
"9787842";"Visualant";"Semiconductors ";"operating";11;1998-01-01 00:00:00;2010-01-04 00:00:00;0
"8700000";"Visualase";"Biotechnology ";"acquired";2;2005-01-01 00:00:00;2010-02-01 00:00:00;0
"5000000";"VisualCV";"Curated Web ";"operating";1;2006-12-19 00:00:00;2008-02-11 00:00:00;0
"1000000";"Visualnet";"Games ";"operating";1;2011-07-06 00:00:00;2013-03-07 00:00:00;0
"2700000";"VisualOn";"Software ";"operating";2;2003-01-03 00:00:00;2004-03-01 00:00:00;0
"500000";"VISUALPLANT";"Enterprise Software ";"operating";1;2000-06-01 00:00:00;2007-03-01 00:00:00;0
"260000";"VisualShare";"Software ";"operating";2;2006-01-01 00:00:00;2010-01-06 00:00:00;0
"21769769";"Vita Coco";"Hospitality ";"operating";3;2005-01-01 00:00:00;2010-02-03 00:00:00;0
"550000";"Vital Art and Science";"Hardware + Software ";"operating";1;2006-01-01 00:00:00;2013-08-26 00:00:00;0
"13959116";"Vital Connect";"Biotechnology ";"operating";2;2011-01-01 00:00:00;2011-11-15 00:00:00;0
"500000";"Vital Herd Inc";"Farmers Market ";"operating";1;2012-01-01 00:00:00;2014-06-23 00:00:00;0
"1000000";"Vital Sensors";"Health Care ";"operating";1;2002-01-01 00:00:00;2006-01-01 00:00:00;0
"177768476";"Vital Therapies";"Biotechnology ";"operating";7;2003-01-01 00:00:00;2011-06-22 00:00:00;0
"260000";"Vitalea Science";"Biotechnology ";"operating";1;2003-01-01 00:00:00;2009-08-03 00:00:00;0
"100000";"VitalMedix";"Biotechnology ";"operating";1;2005-01-01 00:00:00;2009-06-18 00:00:00;0
"45319837";"Vitals (vitals.com)";"Health and Wellness ";"operating";4;2007-01-01 00:00:00;2008-01-01 00:00:00;0
"20228478";"VitaPath Genetics";"Biotechnology ";"operating";5;2009-01-01 00:00:00;2009-11-02 00:00:00;0
"323400";"Vitasol";"Health and Wellness ";"operating";1;2011-01-01 00:00:00;2011-02-01 00:00:00;0
"33000000";"Vitrue";"Enterprise Software ";"acquired";4;2006-05-01 00:00:00;2006-05-01 00:00:00;0
"500000";"Vittana";"Education ";"operating";6;2009-01-01 00:00:00;2009-12-01 00:00:00;0
"2000000";"Viva Vision";"Hardware ";"closed";1;1999-01-01 00:00:00;2008-03-25 00:00:00;1
"2739875";"Vivakor";"Biotechnology ";"operating";2;2006-01-01 00:00:00;2013-04-26 00:00:00;0
"3974546";"Vivaldi Biosciences";"Biotechnology ";"operating";2;2006-01-01 00:00:00;2007-05-18 00:00:00;0
"600000";"VivaRay";"Biotechnology ";"operating";1;2008-01-01 00:00:00;2010-08-16 00:00:00;0
"2000000";"Vivastream";"Enterprise Software ";"operating";2;2011-02-01 00:00:00;2012-09-30 00:00:00;0
"9400000";"Vivaty";"Networking ";"closed";1;2007-08-01 00:00:00;2007-08-01 00:00:00;1
"8367135";"Viverae";"Health Care ";"operating";2;2003-01-01 00:00:00;2009-02-04 00:00:00;0
"7210000";"Viveve";"Hardware + Software ";"operating";1;2005-01-01 00:00:00;2012-04-01 00:00:00;0
"7600000";"ViVex Biomedical";"Biotechnology ";"operating";1;2012-01-01 00:00:00;2013-09-19 00:00:00;0
"5999997";"Vivid Logic";"Games ";"acquired";2;1999-12-01 00:00:00;2005-11-17 00:00:00;0
"2673000";"VividCortex";"Application Performance Monitoring ";"operating";3;2012-01-01 00:00:00;2012-10-12 00:00:00;0
"3000398";"Vividolabs";"Software ";"operating";1;2009-01-01 00:00:00;2011-09-19 00:00:00;0
"21380732";"Vivify Health";"Health and Wellness ";"operating";4;2009-01-01 00:00:00;2013-01-15 00:00:00;0
"280000000";"Vivint Solar";"Clean Technology ";"operating";1;2011-01-01 00:00:00;2014-03-03 00:00:00;0
"25000";"Vivo";"Photography ";"operating";1;2009-11-09 00:00:00;2009-07-01 00:00:00;0
"400000";"Vivogig";"Sponsorship ";"operating";2;2011-01-01 00:00:00;2012-05-01 00:00:00;0
"4700000";"Vivotech";"Mobile ";"acquired";1;2001-01-01 00:00:00;2012-04-01 00:00:00;0
"22600000";"Vivox";"MMO Games ";"operating";4;2005-01-01 00:00:00;2005-09-19 00:00:00;0
"3000000";"ViVu";"Messaging ";"acquired";3;2009-01-01 00:00:00;2008-09-01 00:00:00;0
"100000";"Vixely Inc";"Digital Media ";"operating";1;2011-05-01 00:00:00;2011-07-01 00:00:00;0
"14229275";"Vixlet";"Social + Mobile + Local ";"operating";1;2009-01-01 00:00:00;2014-10-07 00:00:00;0
"4000000";"VIXXI Solutions";"Web Hosting ";"acquired";1;2005-01-01 00:00:00;2007-10-01 00:00:00;0
"100000";"Vizalytics Technology";"Consulting ";"operating";1;2012-01-01 00:00:00;2014-08-01 00:00:00;0
"16000000";"Vizerra";"Software ";"operating";3;2008-01-01 00:00:00;2008-01-01 00:00:00;0
"4705910";"Vizibility";"Mobile ";"acquired";5;2009-07-01 00:00:00;2010-11-16 00:00:00;0
"1510000";"Vizify";"Curated Web ";"acquired";5;2011-06-01 00:00:00;2011-07-01 00:00:00;0
"3500000";"Vizional Technologies";"Software ";"operating";1;1999-01-01 00:00:00;2005-03-01 00:00:00;0
"10224591";"ViZn Energy Systems";"Clean Technology ";"operating";5;2009-01-01 00:00:00;2011-04-13 00:00:00;0
"13075000";"Vizu Corporation";"Advertising ";"acquired";4;2005-02-14 00:00:00;2006-02-20 00:00:00;0
"7000000";"VKernel Corporation";"Virtualization ";"acquired";1;2007-10-15 00:00:00;2009-05-13 00:00:00;0
"1500000";"vLine";"Video Conferencing ";"operating";1;2010-12-01 00:00:00;2012-03-01 00:00:00;0
"26500000";"Vlingo";"Developer APIs ";"acquired";3;2006-06-01 00:00:00;2006-12-01 00:00:00;0
"13570000";"VM Discovery";"Biotechnology ";"operating";2;2001-01-01 00:00:00;2006-01-03 00:00:00;0
"1405000";"Vmedia Research";"Software ";"operating";1;2002-01-01 00:00:00;2009-08-06 00:00:00;0
"26000000";"VMIX Media";"Video ";"operating";4;2005-01-01 00:00:00;2006-03-01 00:00:00;0
"3500000";"VMLogix";"Software ";"operating";1;2004-01-01 00:00:00;2006-10-18 00:00:00;0
"2592115";"VMO Systems";"Software ";"operating";1;2012-02-01 00:00:00;2012-05-07 00:00:00;0
"500000";"vmock.com";"Software ";"operating";2;2009-01-01 00:00:00;2012-01-03 00:00:00;0
"10000000";"VMTurbo";"Enterprise Software ";"operating";2;2008-01-01 00:00:00;2011-11-29 00:00:00;0
"368500000";"VMware";"Software ";"acquired";2;1998-01-01 00:00:00;2007-07-09 00:00:00;0
"2499999";"Vnomics";"Software ";"operating";1;2008-01-01 00:00:00;2013-04-12 00:00:00;0
"37700000";"Voalte";"Health Care ";"operating";3;2008-10-01 00:00:00;2008-11-01 00:00:00;0
"3000000";"VoAPPs";"Mobile ";"operating";2;2008-01-01 00:00:00;2013-06-14 00:00:00;0
"1500000";"Vobi";"Group SMS ";"operating";1;2011-01-01 00:00:00;2012-12-21 00:00:00;0
"19268235";"Vobile";"Curated Web ";"operating";3;2005-01-01 00:00:00;2007-11-01 00:00:00;0
"17659819";"Vocalocity";"Communications Hardware ";"acquired";4;2007-01-01 00:00:00;2009-01-28 00:00:00;0
"6400000";"Vocent";"Software ";"acquired";1;2001-01-01 00:00:00;2005-01-17 00:00:00;0
"5420000";"Voci Technologies";"Enterprise Software ";"operating";5;2008-01-01 00:00:00;2009-06-16 00:00:00;0
"200000";"VocoMD";"Healthcare Services ";"operating";1;2014-04-01 00:00:00;2014-07-15 00:00:00;0
"5700000";"Voicebase";"Speech Recognition ";"operating";2;2010-02-01 00:00:00;2010-09-15 00:00:00;0
"13536110";"VoiceBox Technologies";"Software ";"operating";2;2001-01-01 00:00:00;2009-12-14 00:00:00;0
"750000";"VoiceBunny";"Crowdsourcing ";"operating";1;2012-01-01 00:00:00;2011-09-05 00:00:00;0
"1850000";"VOICEPLATE.COM";"Curated Web ";"operating";1;2007-01-01 00:00:00;2014-01-16 00:00:00;0
"1200000";"VoicePrism Innovations";"Analytics ";"operating";1;2007-01-01 00:00:00;2009-11-03 00:00:00;0
"2897233";"Voices Heard Media";"Software ";"operating";3;2007-01-01 00:00:00;2010-05-06 00:00:00;0
"200000";"VoIP Supply";"E-Commerce ";"operating";1;2002-01-01 00:00:00;2009-06-05 00:00:00;0
"345000";"VOIQ";"Big Data ";"operating";3;2012-07-01 00:00:00;2012-06-04 00:00:00;0
"1000000";"VOIS, Inc.";"Social Media ";"closed";2;2006-11-01 00:00:00;2008-02-14 00:00:00;1
